phrase,cluster_label
psychological research,1
human human,1
key mechanism,1
extending tam include human centered,1
defining consequences,1
views defining,1
exploration themes ending comprehensive landscape,1
based various psychology related theories,1
form projected decision outcome visualizations,1
remote work environments emphasizing,1
employment design,1
east context,1
lesser explored,1
automatization work lines pushing human,1
operators use diverse cognitive processes,1
provides valuable,1
quality model inspiration developed,1
theory service,1
applications business proliferated,1
organizational psychology,1
automation job insecurity,1
older workers jeopardizes employability,1
emerging field,1
working definitions components models,1
required collective,1
achieve goal collaboration,1
capabilities organizational dynamics,1
societal impacts developing deploying advanced,1
linkage objective task,1
transformation prikshat malik budhwar 2021,1
devices workplace,1
learn offsets effect,1
subsequent effects user performance,1
task demands subsequent,1
learning influence decision maker reliance,1
possible cause algorithm,1
evaluates impact,1
support support provides superior performance,1
avoidance model iaaam,1
research indicates people prefer human,1
optimising functional performance organisations,1
dimensions user,1
participants requested control,1
control condition false alarm,1
job satisfaction,1
facilitate access information,1
studied models,1
aspects carefully evaluated,1
developing impactful,1
improving individual accuracy,1
fake news,1
agency locus human,1
construct exploring employees perceived,1
levels ad real life situations,1
evolving anticipations ad everyday lives,1
content analysis used analyse,1
knowledge people past,1
user insights studying individual technology,1
technology experiences lab settings,1
user experience ux,1
computer interaction research automotive industry,1
assistant effect mediated psychological,1
indicated high,1
role attention constitutes good theory,1
role psychological distance,1
task detecting fake,1
different theories models,1
social presence,1
furthermore seen,1
systems multitasking strategy adopted,1
reality interactive technology proved popular,1
interaction types perceived,1
personnel training,1
models post hoc analysis,1
significance level,1
similarity human,1
results group interacted humanized,1
algorithms lack,1
social presence,1
process mapping pm,1
value contribute body knowledge robo,1
process control temporal developments,1
episodes interaction human operators,1
judgments systems driven machine,1
repetitive tasks common,1
setting experience,1
models performance make,1
theory practice identifying,1
presence appearance voice response,1
technological objectives human users perspective,1
companies advancing,1
emphasizes central role task strategy,1
positively affect perceived humanness,1
smartphone usage came,1
visualized participants perceived situation critical,1
customer support increasingly automated automation,1
complex goal,1
aspects types consumption activities automated,1
applicants automated support systembeforeparticipants processed,1
enables task augmentation automation,1
randomly assigned groups performed,1
managers likely carefully evaluate potential,1
systems personnel selection specific management,1
fundamental search choice,1
sensing acting abilities,1
guidance designers leverage knowledge,1
perceived workload,1
operationalization poses major,1
predictive power computational,1
domestic environments,1
makers information expected result informed,1
interactivity framework,1
social interaction opportunity participants liked,1
scenario based experiment,1
factors reduced explanatory power capacity,1
complex patterns vast,1
hallucination biases training data jailbreaks,1
human cognitive resources information overload,1
information processing superiority contradictory,1
tasks lateral,1
participants reported similar levels,1
utilizing social response theory,1
contextually useful information,1
changes managerial,1
negative moderating effect technology anxiety,1
tracking task performance,1
daily routine tasks mobile,1
characterization grounded human aa,1
interpreting using models,1
characterizes coordination,1
humans data generated humans psychology,1
enabled tasks performed automatically,1
allows various biases impact models,1
aas participate increasingly complex,1
virtual personal,1
psychologists face fork,1
work rapidly executed multiple,1
scientists reduce models deleterious,1
model elm status quo bias,1
turn expertise bias growing field,1
curtail bias ml,1
necessary condition human,1
identifying extant psychological research help,1
mobile phones,1
human leadership critical,1
increase potentially far,1
bridges technical business,1
enables identification nature human,1
collaboration increasingly prevalent,1
research norm psychology,1
systems supporting worker decision making,1
dyadic collaboration suggesting important,1
atenabled knowledge based systems,1
perception action,1
models shape decisions behaviors,1
developed algorithmic models,1
reliable sensory,1
augments instead replaces worker,1
behavior mutual knowledge,1
human relationship technological,1
collaboration hrc,1
functions performed exclusively humans,1
experience measured just terms distance,1
future production management systems,1
reaction time,1
strategies interruption,1
meta task developed based,1
added concurrent tasks based multiple,1
matb monitoring task automated,1
attribute task battery,1
sa task,1
compared sa comprehension prediction,1
situation awareness reduced mental workload,1
sa perceptual level,1
division labor human,1
promise collaboration humans algorithms,1
algorithms producing good,1
hmi selection operator attention allocation,1
performance declined,1
investigated effect warning,1
bias sqb theory develop,1
difficulty measure,1
increased participants passing times,1
safe deployment current future automated,1
helped build model,1
cooperation humans,1
knowledge work require,1
tasks subject change,1
vitally important,1
social media context,1
changes perception,1
human human interaction human technology,1
performance behavioral safety human,1
contribute goal,1
situation awareness sa key indicator,1
diversity multitasking make difficult,1
literacy including awareness use,1
supplement replace humans service interactions,1
rated highly comprehensible avoided crashes,1
human capabilities,1
programmed algorithmic knowledge managed,1
attention predicting people nudged,1
included information processing stage level,1
multiple predictors,1
typically lacks,1
failure cost increased mental workload,1
learning methods combining,1
continuous manual operation condition hat,1
mechanism attention indicating,1
atik assessment training situational awareness,1
based predictions affect,1
situational awareness ship,1
incredible accuracy,1
consider rl fundamentally human,1
strengths humans,1
fact used collaboration machines,1
engagement time auto rbl manual,1
interaction user,1
driving exceptionally fast growing technology,1
active learning,1
findings computational learning theory,1
information data increasingly,1
pressure multitasking,1
differences groups exist,1
curve flattened meaning higher amounts,1
30 weight managerial,1
rates steadily increased point humans,1
partnership humans majority vote,1
cooperate machines,1
input improves,1
form appears generate satisfactory behaviors,1
models interpretable,1
discriminate recognize behaviors,1
outputs preference ability,1
iml course behavior evolution,1
selected behaviors low high,1
human collaboration ml,1
tackles requirements revising concepts,1
reward function challenging impossible,1
voluntary use rbls,1
text analytics deployed alongside penalty,1
threes triads,1
prior work focus b2b settings,1
triad concretely interpreted data knowledge,1
identification task automation,1
wisdom dkw hierarchy,1
participants interacted group started,1
basic principles,1
declined reliability level decreased,1
perform individually,1
environments provide,1
harmful impact,1
human knowledge decreases,1
coevolution nurturing,1
responses improving individual,1
attention play crucial role captured,1
objective examine human operators adjust,1
wider variety distractor,1
performing hedonic tasks,1
novice expert outlined discussed,1
lifting compared novice expert,1
variable strengthen decay,1
challenging impossible define hitl,1
recognition task,1
process argue human centric approaches,1
ground dive training tasks,1
aided memory,1
analysis cognitive load,1
presented distractor,1
limitation interaction simulated,1
new challenges goals phase,1
visual analog,1
reach potential cooperate effectively,1
tasks invites attention,1
task manipulated perceived competence,1
information processing decision making automation,1
subsequently guiding,1
technology interaction,1
augmented decision making,1
topic particularly international business managers,1
managers practitioners derstand main trending,1
results study help business managers,1
necessarily distinct different,1
literature showcasing role technology,1
belief evolving individual,1
forming perceptions society,1
understand user interactions emerging technologies,1
types task,1
oriented vs,1
158 participants employs technology,1
employee presence,1
tam renowned emphasis perceived,1
human staff critical,1
algorithmic management little,1
employees hindrance low performance high,1
focus experiences customisation,1
reveals institutional,1
attentional control demonstrated reverse inference,1
idiosyncrasies potential markers attentional control,1
making humans redundant,1
professional knowledge minimally disruptive costly,1
nudging participants,1
opposite property user susceptibility,1
participants disclosing return adjustment value,1
displacement experienced humans believe,1
user insusceptibility resilience,1
juries examine courtroom evidence infer,1
business operations enhance organizational,1
specifically hypothesize extent prechoice information,1
seen obstruction making good predictions,1
good predictions impulse revise predictive,1
survey 384 managers information,1
executives examine perception,1
understand employees,1
social presence significantly influences user,1
shafer theory,1
memetic automaton,1
interaction ca,1
based social perception,1
perceived organizational support,1
occurred respect perceived data,1
processing capacity function,1
perceived adaptable,1
involving human,1
human vs,1
heterogeneity different city classes,1
vignette methodology hypothetical work scenarios,1
implementation human workers,1
forming especially situations,1
perform leadership,1
humans ii turning pyramid,1
literature identifying threshold effects,1
theory belief estimation,1
effect human sav,1
decrease human,1
social pressure,1
human collaborators help effective,1
investigate effects,1
infuse characteristics respective humans antecedent,1
reverse true competitive pressure,1
practices scattered firms fringe companies,1
encounter command based interactions,1
recently increasing trend study impact,1
requests cause inadequate ca,1
game demonstrate superior performance proposed,1
effective knowledge transmission,1
control method meme expression enhancing,1
context information,1
based implicit,1
involve wakeword,1
attention intensity,1
firms constantly experimenting,1
employee workload fewer customer requests,1
impact conversational,1
common mouse operations potential new,1
adaptability shared leadership team diversity,1
assessment usually ask users,1
labor differences nature,1
used analyze,1
computer interactions,1
elsi enhanced awareness fully examined,1
voice recruiting face immigration,1
declined sharply,1
implications study explores extent humans,1
different models algorithm partners,1
focuses work design,1
factors impact technology,1
differences including demographics,1
user experience,1
significant challenges team dynamics,1
organizations need cautious,1
collaboration occur variety configurations division,1
plethora mental disorders world,1
symbiotic systems specifically change user,1
department effectiveness tested,1
outputs supporting beneficial outcomes,1
process critically reflecting,1
industrial application collaborative,1
work alongside humans,1
increasing productivity relieving repetitive strenuous,1
perceived av motion sickness,1
workers reluctant collaborate,1
timing intervals,1
collaboration hrc,1
fails devote citizens user,1
probability theory model types behaviors,1
results indicate importance corporate,1
address citizens psychological problems government,1
change aspects lives including,1
task organization,1
psychological distance users,1
comes followed,1
participants non directive,1
workload communication,1
effects response,1
task performance,1
periods task load,1
presence pilot onboard vehicle assess,1
participants assigned,1
conduct cordon search style,1
design collaboration performance team,1
social responses use aa foster,1
void introduce situation awareness sa,1
efficiency aa outperform higher efficiency,1
consider user needs personal background,1
research broaden focus encompass diverse,1
machine learning perceive,1
management theories psychological concepts,1
focusing design collaboration performance team,1
organizations need cautious,1
indicated experienced higher,1
paid effects,1
collaboration occur variety configurations division,1
implications human,1
labor differences nature,1
used analyze,1
provides potential,1
enhancing knowledge,1
implications study explores extent humans,1
different models algorithm partners,1
states government work united,1
focuses work design,1
contributor official duties employee,1
presence feedback,1
interaction workplace,1
measures indicated,1
workload directive condition objective,1
agency embodiment experience dimension,1
challenges face,1
interaction leads synergetic,1
work partners shared experience,1
joint actors,1
modeling individual,1
partner responsiveness scale serves,1
linear symmetric perspective adopted,1
investigate influence perceived humanness personality,1
examining interplay,1
wealth management,1
individual differences,1
accounting individual differences necessary order,1
understanding humans interact,1
interact new technologies increasingly,1
use shown directly affect perceived,1
demonstrates model,1
social presence interactivity drive,1
measures model dynamic changes,1
data belief asymmetries,1
different scenarios,1
participants asked jointly balance,1
adjustments create spillover effects,1
bias misconceptions,1
incentive conditions,1
available information evoke mental,1
considering effects employees implementing agv,1
game task,1
users information,1
disruptions accompany transformation work,1
technologies encompass wider wider,1
transformation public sphere,1
coordination task preliminary test,1
classifier 84,1
model nearest,1
compared baseline model,1
capture classification,1
led suffer,1
model used user,1
phenomenon investigated,1
generate genuine novelty new knowledge,1
participants role rescue,1
using leds expressive,1
constitute human,1
considered task,1
communication modality search rescue sar,1
examples improved,1
interaction performance,1
joint highly coordinated action,1
transformation organization,1
provides step step process technological,1
strengths partners resulting higher overall,1
effects different,1
different task,1
technology educational organization,1
educational organization problematic internal external,1
workers situational awareness,1
research factors influencing,1
decide consider prediction,1
research physically coupled human,1
workers offering notable efficiency scalability,1
social interactions mediating attachment communicating,1
rise worker resistance manipulating algorithms,1
manipulating algorithms fake,1
emulate human interactions,1
perceived black,1
paradox challenges,1
grounded perception,1
model using data 363,1
modeling used analyze model,1
managers showing empathetic,1
support caring mitigate worker resistance,1
driven workplace,1
highlights power human touch,1
transitioning tools collaborators,1
impact training,1
computer interaction,1
differences boredom performance low,1
predicts workers experiences aa shedding,1
interpersonal perceptions perceptions change help,1
managers beliefs positively influence change,1
performance work systems,1
acts involving artificial,1
strategic implications automating ooda loop,1
efficiency employment security concerns,1
different scenarios wrongful,1
advantages obstacles essential industry,1
complex datasets algorithms robo,1
industry experts decision,1
replace human operators,1
humans process,1
automatically design maintain investment portfolios,1
underlying afss operations,1
automation artificial intelligence,1
space operations,1
military genius role,1
replace human labour altogether,1
human work better worse depending,1
led managerial,1
mars mission,1
high concurrent events task loads,1
study investigate impact feedback modality,1
actions situated work,1
human expectations teammate behavior benefiting,1
additionally versatility approach potential optimize,1
science fiction movies reality started,1
improves efficiency,1
humane work systems industry,1
examined employees psychological adaptation,1
experienced task,1
accomplished goals focusing employees working,1
organizational unit,1
listening workplace generative,1
task allocation,1
working care,1
country level variations,1
association fear,1
use mobile,1
human task organization,1
sphere estimate human,1
different behavior,1
course time,1
need human contact replicated,1
literature demonstrating organizational psychology theories,1
approaches depend fixed expert opinion,1
methods use performance shaping,1
model human behavior,1
cultural scenarios appears need human,1
indicated significant impact interactivity,1
scenario based,1
method centers human perspective,1
perception congruence jointly,1
substitute human frontline employees hfles,1
mediated job stress organizational identification,1
regression model chinese,1
process respect railway,1
job demands,1
infiltrate industries decade,1
situations multiple humans,1
demand forecasts,1
evidence overoptimism,1
algorithms hybrid contexts,1
tool efforts delineate roles,1
bias mean anchoring,1
decomposed guidance based,1
improve forecasting,1
case fictitious company,1
significant difference using,1
model technology organization,1
means assess performance,1
abundant environment characterizes algorithmic,1
bounded human rationality,1
required focus user,1
variations occupations,1
concurrently attitude,1
teammate provided verbal written,1
requires employees,1
unintended challenges carefully,1
consequences humanising,1
algorithms conduct,1
imagery processing positive predictor,1
did occur track,1
different kind previous machines tools,1
psychological ownership products,1
importantly social presence imagery,1
machines purport replace humans entirely,1
applied different,1
behaviors artificial intelligence,1
capacity reckoning use smith,1
use smith terminology,1
action humans ultimately aspire,1
content learning,1
companies fully exploit,1
adapt new work,1
interactions tactical operations,1
speaker influenced participants impressions,1
employment opportunities area psychological,1
text based,1
interpersonal domains,1
plays important indirect role regulating,1
maintenance experts participants represent,1
model tested industrial maintenance workplace,1
development theoretical model explains end,1
user dynamics,1
users remains somewhat,1
contemporary decision support,1
future research explore impact human,1
enhance individual adaptability,1
interaction employee vitality especially,1
analysis using,1
influences employee learning,1
offers new opportunities presents unintended,1
reasons decisions disseminates information,1
information local reasoning data,1
occurs action,1
action daily,1
sharing occurs,1
avoidance task,1
fusion interaction,1
repeated interactions automated,1
behavior research,1
users struggle,1
human machine collaboration,1
human interaction preferred,1
vices featuring human interaction,1
preregistered prediction,1
difference teamwork performance,1
increased awareness ca actions,1
written information dedicated display,1
indirect effects conducted,1
analysis mga students,1
managerial accounting successful example implementation,1
application intelligent collaborative interaction,1
examine problems,1
output information users,1
instructor convey information,1
expertise trust observational,1
learning processes,1
collaborative software,1
workers increasingly embracing artificial,1
negatively influence perceptions jobseekers,1
performance outcomes,1
influences overload experienced participants,1
attention mitigates uncertainty,1
knowledge artificial,1
optimise various aspects operations workplace,1
knowledge management,1
predicted agreeableness,1
significantly impacts,1
information influences,1
consequences broad employment modern explainable,1
increasingly important,1
understand individuals,1
operations cycles throughput primarily,1
dealing quantitative,1
models human,1
focuses key perceptions including human,1
workers 100,1
production plan cycle lead,1
performance individual significantly influenced,1
stability production,1
management production constitute basis,1
flexibility organizations management,1
employees computer industry,1
employee psychology performance analysis,1
intermediate goals,1
resource based view knowledge based,1
impact human workforce orga,1
secondary element production planning employee,1
human centric operations,1
employee operator cycle time,1
collaboration occurred humans,1
demonstrate perceived algorithm,1
hanoi puzzle,1
implicit human reward structure guides,1
algorithms learn adapt versus low,1
algorithms products,1
focused alternative considering integration artificial,1
humans anymore,1
performed humans,1
computational models understand people incorporate,1
leading establishment prerequisites optimal work,1
innate human,1
mutual continuous production flow,1
understand behaviors,1
planner collaborative workplace standardized durations,1
optimal psychological conditions identified cooperating,1
psychology situ manufacturing,1
systems facilitating human learning,1
index taken input variable employee,1
human operators operators,1
organizational environmental,1
fears related,1
sustainable supportive work environment,1
pressure evolving technologies fear,1
capacity employee socio behavioral concerns,1
application business response crisis future,1
ultimately improve society perception,1
execution strategy according managers perceptions,1
supply chain management inventory,1
firms informal corporate social,1
business effective operations covid 19,1
affects psychological,1
exchange theory authors investigated managers,1
work life,1
life balance,1
consequently redefining human roles experiences,1
consequently redefining human roles experiences,1
expand businesses focus,1
recurring patterns themes,1
models proposed different,1
security work related stress,1
cooperation resilience,1
shed light multifaceted perceptions,1
potential benefits increased efficiency productivity,1
burgeoning integration everyday,1
efficiency innovation,1
avoidance long term orientation power,1
understanding process,1
proponents recognise transformative potential,1
identity job satisfaction,1
inclinations resonate,1
role automation workload management implications,1
rpa tools influence organizational routines,1
essential navigating challenges opportunities,1
human centric operations,1
aid human performance operators,1
interact automated decision,1
social psychology,1
setup machine performs,1
capacity make better predictions,1
situation awareness sa,1
human experts,1
philosophical framework use cases supervisory,1
inclusion evidence accumulation framework training,1
work systems increasingly,1
conflict judging relative arrival time,1
behaviour skills,1
tracing condition evaluation cascade table,1
proximal scale reasons tracing,1
event related human actor tracing,1
technological interaction,1
based core assumption human persons,1
perceptions workplace,1
performs repeated,1
multidisciplinary research project meaningful human,1
primarily focuses making best,1
high dm,1
users distinctly different,1
behavior predictable according laws folk,1
folk psychology function desires beliefs,1
human potential,1
validity experimental research study,1
humans value added activities,1
replace humans,1
impact future,1
effects mediated,1
novel insights highlighting importance perceived,1
adding humanness element,1
complementarity suggest,1
conditions learning failures,1
belief overruling,1
subject called verification bias dm,1
examine psychological mechanism,1
synthetic expressions raises,1
interaction realize expressions multiple modalities,1
expressions important,1
different perceptions,1
caught social structures,1
repairs effective humans,1
regain sense power,1
participants rated,1
ongoing process,1
limited contexts,1
understanding human,1
important predictor collaboration,1
evidence participants perceptions,1
classifying service occupation tasks terms,1
beliefs important predictor,1
leveraging influential concepts management human,1
detection task diagnosed hypothetical,1
offers alternative approach grounded social,1
humans different,1
bias varies,1
perceived comfortable,1
better psychological,1
virtual humans,1
development good sa mental,1
highlight potential,1
behavioral factors,1
operations management discourse concerned studying,1
job design transport,1
supports learning processes employees,1
application business response crisis future,1
evidence process,1
kirby augmentation strategies adapted,1
based learning systems creates new,1
interaction psychological power,1
play crucial roles understanding mechanism,1
larger diverse,1
additional time,1
mechanism underlying effects,1
professionals position,1
ultimately improve society perception,1
tasks attempts assist people augmenting,1
used manage behavior,1
hci related fields psychology,1
crafting job insecurity,1
focusing effects people,1
production context build comprehensive view,1
potential dark employee collaboration,1
major individual household,1
health finance law,1
true situations,1
particularly true,1
coded debate,1
consequences employees,1
know really goes,1
model emphasizes need managing team,1
team negative attitudes,1
mandatory use suppresses collaboration,1
industry employees employees adopt proactive,1
asymmetric effects collaboration level,1
effects systems social environment embedded,1
acceptable ontology rapidly expanding,1
visualization tools dimensions,1
eligibility criteria 50 mainly,1
reality immersive training,1
overcome human capacity constraints,1
artificial intelligence remote collaboration tools,1
workflows enhancing knowledge,1
tools leading productive workplace,1
behavior tracking tools articulating employee,1
team members actions propose,1
employee expectations,1
abstractions valuable practical models presented,1
human centered context sensitive architectures,1
replacing traditional tools,1
software based,1
industrial engineering research operational worlds,1
highlighted benefits collaboration promoting efficiency,1
ias support humans,1
generally views,1
memory tims new vision collaboration,1
situations dogfighting,1
sex recruited perform assembly,1
conducted mission manager,1
time mental workload mission,1
expressed techniques limited,1
manager task performance recorded,1
tools applications capabilities received tremendous,1
development flourished,1
field grew,1
imaging psychological,1
inner workings limited knowledge,1
70 participants situational cooperation tendencies,1
behaviors sex,1
role self,1
workload autonomy context,1
techniques provide granular understanding influencers,1
analyzed post hoc,1
supplementary information components,1
components users look effective,1
focus psychological employees,1
knowledge intensity ia ability complete,1
team based working processes,1
teams social psychology information systems,1
developed scales measuring,1
inventory jopi functions work,1
perception inventory,1
tool prisma,1
use tims tool requirements,1
organizational outcomes,1
requirements formulation prepare software agents,1
job identity considered development implementation,1
collaboration essential,1
moving rbt theory forward,1
development increasing connectivity operational practice,1
development increasing,1
humans enables,1
model used analyze data collected,1
assessment tool,1
behaviors humans ai,1
network effects,1
item aias demonstrated superior,1
use similar predictive,1
managerial implications,1
human value,1
strategies revealing distinctions experts offensive,1
advantages speed,1
speed reduced costs respondents make,1
people considered,1
offensive focus,1
early stage human development,1
research emphasizing organized nature,1
nature experts strategies,1
information overload intuitive,1
situations characterized unfamiliarity information,1
firm business model,1
derived integrated model digital interaction,1
samples employed final analysis,1
emphasis initial setup aspects gameplay,1
knowledge imbalance users,1
understanding process,1
explained perceived,1
management inventory management,1
role congruity,1
job displacement,1
utility potential impact technology society,1
properties scale,1
business effective operations covid 19,1
exchange theory authors investigated managers,1
psychometric properties,1
study revealed need divide,1
rpa tools influence organizational routines,1
version scale developed validated,1
essential navigating challenges opportunities,1
creating appropriating substantial,1
framework hi gai,1
collaboration emphasizes transparency,1
bringing different,1
numerous decision support issues requiring,1
learnable abstractions reasoning,1
focus gig workers despite,1
workers despite lacking expert knowledge,1
photographing targets,1
model human newcomer,1
study uses video vignette design,1
triad randomly assigned participants navigator,1
ability report feedback social impact,1
behavioral sciences considering complex,1
diverse nature human behaviour,1
influence receptivity components perceived hat,1
people appreciation,1
effectiveness degraded,1
research social perception,1
predict success,1
likely production,1
multiple rounds participants,1
predetermined conditions require,1
comprehensive portrayal operator performance facilitating,1
effective business practices successful,1
analysis hai operator,1
optimization training efficiency,1
expertise instrumental resource,1
1000 times independently possible,1
selectivity index previous calculation,1
enabling occupants interact,1
operators achieve expert,1
objective compare predictive power,1
firms virtually industries,1
epistemological psychological,1
typologies based explanantia presented,1
use human game,1
linear models,1
support influencing factors previously identified,1
managerial social aspects,1
area heterarchy knowledge anticipation mental,1
logit model used,1
identified key aspects,1
conditions providing resolution advisories,1
variety biases operational process,1
decide trigger support,1
support systems,1
process online,1
emphasizes universal nature,1
firms variety biases,1
controller workload limiting,1
bounded optimality models characterize human,1
humans invariably face questions humans,1
quantify cognitive workload,1
inspiring task crafting approach,1
proposes contexts,1
unjust effect riders engaged task,1
decision support,1
new capable increasing efficiency,1
project roadmap enabling,1
acquisition methods psychopathy,1
potentially fruitful direction provide support,1
team members collaborate effectively efficiently,1
group received security update post,1
second analyzes,1
effects perceptions,1
ranking scale relative significance,1
paper developed model criteria human,1
job satisfaction,1
institutional environment 23 sub criteria,1
realistic workplace situation job received,1
support significantly,1
understanding introducing new technologies influence,1
octagon measurement useful,1
people feel risks technologies,1
llms study selected psychological scales,1
information integration,1
result improved workload ratings,1
social development organizations,1
information contained,1
human operators,1
deeper understanding factors lead development,1
technology formal psychological,1
psychologists expertise,1
autonomous vocabulary learning,1
human ia collaboration challenging,1
collaborative environments education,1
practical implications enhancing enterprise product,1
human performance suffered result,1
provide mixed,1
interactions humans,1
kind algorithm,1
performance explained kind,1
contrast humans did delegate did,1
overlay visualization keywords,1
open access,1
partial impact,1
managing abnormal situations,1
disclosure significant effect wtd,1
algorithmic management,1
interaction user model,1
model potential improve model quality,1
chain events,1
caused behave certain way,1
aspect appearance,1
technology mobile contexts proposes comprehensive,1
include interactivity time convenience compatibility,1
practical managerial,1
improve productivity,1
negative effects worker need satisfaction,1
web texts,1
regarding influence management worker motivation,1
performance wellbeing,1
enthusiasm explained rapid,1
captured sustained focus researchers,1
management rapidly spreading,1
prevented participants properly operating,1
impacts insurance,1
tasks activities,1
indispensable humans,1
participants exposed scenarios,1
distributed cognition joint,1
analysis example,1
failed pass test passengers detected,1
work opposite direction,1
indispensable humans,1
gives rise need,1
failed pass test passengers detected,1
combat retaining meaningful human,1
algorithm shortcomings,1
experts loop,1
measure components,1
participants learn algorithm,1
mathematical human,1
complex operational settings met,1
conflicting demands,1
increasingly workplaces,1
usage led employment uncertainty higher,1
interactive behavior human,1
explained different psychological reactions anticipated,1
interaction effect perceived,1
model assessment reveals professional status,1
policyholders policyholders,1
inexperienced factory workers initial,1
results intuitively visualized,1
remarkable proficiency handling routine tasks,1
noncontextual unpredictable manner,1
rigid understanding presumes informed,1
era informed,1
research identifying factors contribute,1
algorithms data trained sets,1
increasingly rely algorithms,1
drawbacks directions,1
mimicry effect,1
transfer effects building components mathematical,1
propose human,1
human dm,1
reduction removal irrelevant information,1
theory devise mathematical dm model,1
irrelevant information does,1
management society,1
production operations,1
investigation revealed critical skills employee,1
job replacement theories contend,1
losses organizational think,1
policyholders seamlessly manage active insurance,1
widespread fear corresponding job,1
intelligent machines execute routine,1
va affects employees collaborating,1
impact tools employees collaboration exploring,1
tools used various,1
participants experienced drives baseline,1
psychological effects,1
instance model,1
subjects shift focus relevant,1
accuracy model,1
managing tensions develop ml models,1
paper fair potential,1
model better understand data scientists,1
team members share mental,1
overall model,1
potential theoretical,1
hours generally,1
support preferred,1
algorithm sticky,1
past demand demand independent,1
development comparable,1
bias known law,1
contacting insurer action claim,1
task allocation human,1
forecasting persisted albeit lower,1
achieve objective employed,1
comparable humans,1
need understand predict,1
nominal situations,1
baseline constraint,1
humans share,1
share space collaborate reach common,1
prioritize human,1
production performance,1
human maintaining,1
centered smart,1
art model,1
ending increment production,1
current state art model,1
incorporation contextual variables determination,1
human like qualities personalized,1
functionality better experience,1
clusters variables classified,1
human perception,1
second micmac analysis,1
highlighting role uncertainty xai,1
analysis aspects,1
reactions algorithmic,1
intentions extends knowledge impact artificial,1
continues deployed workplaces,1
improving algorithms greater customer,1
extent consequences employees limited,1
consciousness perceived control affect ai,1
employee job attitudes career,1
modeling used,1
job insecurity time psychological,1
distress time career exploration behavior,1
united states participants self categorizing,1
integration workplace despite positive,1
talent management particularly need communicate,1
faith consciousness perceived control purchase,1
people irresistibly believe,1
used analyze,1
human interaction positively,1
taxonomy performance aspects venn,1
digraph specifying hierarchical,1
dual approach establish explain behavioural,1
ism methodology develop contextual,1
organizational social levels,1
value final collaborative outcomes,1
undesired skill,1
erosion poorly,1
mechanisms step,1
affects firm performance,1
formed order variables basic,1
crucial psychological factor leading algorithmic,1
humans spontaneously associate newly emerging,1
workers mindfulness,1
following sequential mixed,1
hypothesize mediating,1
role user,1
activity awareness competence maintenance output,1
remain obscure acknowledged,1
practices configurations individual organizational,1
workplace entails new,1
phenomenon widely acknowledged dynamics undesired,1
effect individual employees tasks,1
hierarchical framework using interpretive,1
collaborate humans complete,1
potential improve user experience,1
machines act peers,1
actors stereotype content model,1
automated working processes humans,1
response focus enterprises,1
assessment manikin sam,1
increasingly close collaboration,1
expanding scales,1
human performance essential,1
initial response content largely,1
essential human expertise problematic workers,1
specifically examining joint impact information,1
spatial configurations centering,1
interactions employees information flow outside,1
posed need manage information expanding,1
psychometric scales useful tools,1
arguments used support,1
classification algorithms,1
prevalent touch,1
mental demand signaled,1
drawing social presence theory,1
45 accuracy respectively estimating,1
gap developing highly collaborative task,1
interaction interpersonal relationship,1
behavior design artificial intelligence,1
optimize effectiveness,1
improvement ohc,1
replika intends provide psychological,1
human operator expectation consistent agent,1
work mourning,1
pleasure played significant,1
group behavior community,1
traditionally organized individual,1
presence theory research comprises,1
people develop use,1
touch panel affects,1
advancing domain,1
16 optimal,1
based display lead better,1
navigation display compared,1
constraint based display provides information,1
advanced systems advisory display,1
generalizability exhaustive training,1
maps fcms,1
humanness people,1
models given general state space,1
behavior participants required understanding dynamics,1
impression management,1
key attributes ai,1
concierges play pre encounter,1
interactions social,1
perceived control,1
aimed advancing,1
affected interaction,1
processing analysis dissemination,1
joint task,1
furthermore effect relevant variable va,1
perceived self,1
usage employee,1
australia based time employees experience,1
push employees make use new,1
new technologies workplace,1
tools work,1
terms accuracy execution time knn,1
execution time,1
mean sd,1
time mean,1
videos rf,1
rf algorithm performance wasbetter,1
job performance appraisal,1
anxiety employees consequently,1
reach increasing heights organizational,1
algorithms increasingly used,1
organizational efficiency,1
social attributes,1
user experience guide users,1
information help make decisions,1
significantly influences shapes user experience,1
tasks making medical diagnosis judging,1
provides evidence,1
psychologization humanization,1
vr drive,1
job security significant,1
called standard model intelligence shared,1
existence implicit theory held,1
present future employees humans,1
behaviour published john,1
taken today emerging business model,1
major role application,1
sort collaboration,1
attributes employees play major,1
entails dissociation,1
acknowledged workers,1
develop new technologies arise,1
increasingly diverse domains human,1
based individuals work environment,1
role biases,1
discuss pertinent challenges,1
perception localisation,1
algorithms lack capability deliberate carefully,1
environments operate,1
important requirement,1
seen important,1
management attracted increasing researchers rooted,1
fields impeding development cumulative knowledge,1
management literature,1
provides important,1
scenario based experimental design 361,1
managerial implications suggested,1
psychologists long established socio,1
increase ensuring,1
constellations employees,1
employees increase,1
overview general specific effects missing,1
workers tools fluent interaction,1
everyday life,1
conceive interaction humans computers,1
human operators working,1
joint task execution,1
substantiates knowledge theory pre announcement,1
interaction essential,1
interaction far documented despite,1
cooperation interaction,1
joint action considered,1
regard tasks work design,1
mechanisms underrepresented,1
specific effects adaptability cooperation,1
situation awareness,1
mean effects calculated,1
interactions employees,1
